CARRERA;HORA_ENTRADA;HORA_SALIDA;SEXO;FUMADOR;NIVEL_ELOCUENCIA;IMPORTANCIA_FUMADOR;IMPORTANCIA_ELOCUENCIA;IMPORTANCIA_MUSICA;IMPORTANCIA_SEXO;MODO_TRANSPORTE;GUSTO_MUSICAL;CARPOOLING_AUTO;CARPOOLING_BUS
Administración de Empresas;7:00:00 p. m.;10:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;6;4;4;4;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Diseño Industrial;6:15:00 p. m.;10:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;8;4;3;5;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ciencias Políticas;5:00:00 p. m.;9:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;6;5;5;1;Manejo en auto;Techno, Electrónica, Rock, Metal, Rap/Hip-Hop, Reggae, Cumbia, Reggaeton, Trap, Funk brasileño;Si;
Economía;6:30:00 p. m.;10:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;1;5;2;Autobús;Rock;;Si
Economía;6:30:00 p. m.;10:15:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;8;5;4;2;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio, Pop, Techno, Electrónica, Reggae, Cumbia, Reggaeton, Trap, Funk brasileño, Prefiero ir en silencio;Si;
Administración de Empresas;7:00:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;5;5;5;5;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Análisis de Sistemas Informáticos;6:20:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;2;1;1;Autobús;Prefiero ir en silencio;;Si
Medicina;7:30:00 a. m.;4:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;4;1;3;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Arquitectura;1:00:00 p. m.;2:00:00 p. m.;Hombre;No;Introvertido/a - Tímido/a - Retraído;1;1;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Economía;6:30:00 p. m.;9:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;3;3;3;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio, Pop, Electrónica, Reggaeton, Funk brasileño;;Si
Fonoaudiología;7:30:00 a. m.;12:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;6;5;6;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Medicina;6:30:00 a. m.;7:30:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;10;7;7;7;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Comercio Internacional;7:00:00 p. m.;10:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;8:00:00 a. m.;3:00:00 p. m.;Mujer;Si;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;4;5;2;3;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio, Pop, Rock, Reggaeton;Si;
Ingeniería Informática;1:30:00 p. m.;5:30:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;5;1;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Ingeniería Electrónica;9:10:00 a. m.;4:00:00 p. m.;Hombre;Si;Extrovertido/a - Abierto - Hago amigos fácilmente;5;10;10;1;Manejo en auto;Techno, Electrónica, Rock, Rap/Hip-Hop;Si;
Medicina;7:30:00 a. m.;6:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;7;4;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Medicina;8:30:00 a. m.;7:50:00 a. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;5;3;1;1;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Economía;6:30:00 a. m.;10:00:00 a. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;4;1;9;1;Manejo en auto;Pop, Electrónica, Rock, Metal, Rap/Hip-Hop, Trap;Si;
Medicina;7:30:00 a. m.;5:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;8;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:00:00 a. m.;1:00:00 p. m.;Hombre;No;Introvertido/a - Tímido/a - Retraído;5;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:20:00 a. m.;12:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;9;4;6;6;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Informática;7:30:00 a. m.;5:00:00 p. m.;Hombre;Si;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Fonoaudiología;8:00:00 a. m.;12:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;1;1;1;Manejo en auto;Pop;Si;
Arquitectura;1:30:00 p. m.;5:00:00 p. m.;Hombre;No;Introvertido/a - Tímido/a - Retraído;3;3;8;3;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:30:00 a. m.;5:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;4;5;8;10;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;No
Economía;6:30:00 p. m.;9:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;7;7;1;1;Manejo en auto;Pop, Rock, Prefiero ir en silencio;Si;
Economía;6:30:00 p. m.;12:15:00 a. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;8;2;1;Autobús;Reggaeton, Trap, Funk brasileño;;Si
Medicina;7:30:00 a. m.;1:00:00 p. m.;Mujer;No;Introvertido/a - Tímido/a - Retraído;1;4;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Ambiental;7:30:00 a. m.;4:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;9;1;1;4;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Ambiental;8:20:00 a. m.;12:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;9;1;1;1;Autobús;Pop, Electrónica;;Si
Medicina;1:00:00 p. m.;6:20:00 a. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Civil;10:00:00 a. m.;7:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;6;1;1;6;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Informática;9:00:00 a. m.;2:00:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;5;4;1;Manejo en auto;Pop, Techno, Electrónica, Rock, Metal, Reggae;Si;
Comercio Internacional;7:00:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;7;3;9;3;Me traen en auto;Rock;Si;
Economía;6:30:00 p. m.;10:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;4;1;4;1;Manejo en auto;Pop, Electrónica, Rock;Si;
Medicina;8:00:00 a. m.;3:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;9;3;3;3;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:30:00 a. m.;4:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;6;1;1;1;Autobús;Pop;;Si
Economía;6:30:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;5;5;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:30:00 a. m.;5:00:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;1;1;1;Autobús;Pop, Techno, Electrónica, Rock, Metal, Rap/Hip-Hop, Trap;;Si
Medicina;7:30:00 a. m.;3:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Marketing;7:00:00 p. m.;10:20:00 p. m.;Mujer;Si;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;5;1;7;1;Manejo en auto;Pop, Techno, Rap/Hip-Hop, Reggaeton, Trap, Funk brasileño;Si;
Diseño Gráfico;6:00:00 p. m.;5:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;5;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Psicología;1:30:00 p. m.;7:40:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;3;10;1;Me traen en auto;Prefiero ir en silencio;Si;
Economía;6:30:00 p. m.;9:45:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;5;4;5;6;Manejo en auto;Pop;Si;
Ingeniería Civil;10:30:00 a. m.;7:15:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;4;7;5;4;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Administración de Empresas;6:00:00 p. m.;10:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;7;8;1;Manejo en auto;Rock;Si;
Medicina;7:30:00 a. m.;4:00:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;1;1;1;Autobús;Pop, Electrónica, Reggaeton;;Si
Ciencias Contables;6:30:00 p. m.;5:15:00 p. m.;Mujer;No;Introvertido/a - Tímido/a - Retraído;10;1;3;8;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Análisis de Sistemas Informáticos;6:00:00 p. m.;9:30:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;7;5;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Medicina;7:30:00 a. m.;4:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;6;6;5;3;Autobús;Prefiero ir en silencio;;No
Marketing;7:00:00 p. m.;10:30:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Marketing;6:30:00 p. m.;10:00:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;5;5;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ciencias Contables;6:00:00 p. m.;10:15:00 p. m.;Mujer;No;Extrovertido/a - Abierto - Hago amigos fácilmente;10;10;5;10;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ingeniería Industrial;9:00:00 a. m.;5:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;5;3;4;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:30:00 a. m.;4:30:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;5;3;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Economía;6:00:00 p. m.;10:00:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;6:15:00 a. m.;6:50:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;5;3;1;1;Manejo en auto;Pop, Rock, Metal;Si;
Comercio Internacional;7:00:00 p. m.;10:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;1;1;1;Manejo en auto;Metal;Si;
Ingeniería Civil;7:30:00 a. m.;5:30:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;1;3;6;3;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio, Rock;Si;
Ingeniería Civil;1:00:00 p. m.;8:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;6;1;1;5;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Administración de Empresas;6:30:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;8;7;7;Manejo en auto;Pop, Rock;Si;
Medicina;2:00:00 p. m.;6:00:00 a. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;1;1;1;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Fonoaudiología;7:30:00 a. m.;12:00:00 a. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;5;9;1;Autobús;Pop;;Si
Diseño Gráfico;7:00:00 p. m.;10:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;5;3;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Comercio Internacional;7:00:00 p. m.;10:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;6;1;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Ciencias Contables;8:00:00 a. m.;5:00:00 p. m.;Hombre;No;Extrovertido/a - Abierto - Hago amigos fácilmente;10;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;7:30:00 a. m.;4:00:00 a. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;3;5;10;4;Me traen en auto;Pop, Rap/Hip-Hop, Reggaeton;Si;
Comercio Internacional;6:00:00 p. m.;10:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;8;4;5;7;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;No
Ingeniería Electrónica;1:00:00 p. m.;6:30:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;10;1;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
Medicina;7:30:00 a. m.;4:30:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;8;1;1;Me traen en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Ciencias Contables;6:15:00 p. m.;10:00:00 a. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;7;5;5;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
No está en la lista;7:30:00 a. m.;3:00:00 a. m.;Mujer;No;Introvertido/a - Tímido/a - Retraído;10;10;10;6;Manejo en auto;Rock;No;
Análisis de Sistemas Informáticos;6:20:00 p. m.;10:00:00 p. m.;Hombre;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;7;5;2;1;Autobús;Rock;;Si
Ingeniería Electrónica;8:15:00 a. m.;1:00:00 p. m.;Hombre;No;Introvertido/a - Tímido/a - Retraído;8;1;10;1;Autobús;Rock, Metal;;Si
Análisis de Sistemas Informáticos;6:15:00 p. m.;9:50:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;3;1;1;1;Manejo en auto;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;Si;
Medicina;8:00:00 a. m.;12:00:00 p. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;1;5;4;1;Autobús;Reggaeton;;Si
Fonoaudiología;7:30:00 a. m.;11:00:00 a. m.;Mujer;No;Entre el medio de los 2 - No tengo problema para hablar con mis amigos pero me cuesta hablar con extraños;3;1;1;1;Autobús;No tengo preferencia/ me da igual/ escucho lo que hay en la radio;;Si
